Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Michael Stefanic","LAA",25,71,0,5,6,0,0.112676056,0.112676056,0.064516129,0.333333333,0.29032258,0.38028169,0.354838709,0.33222054763579034,0.298,109.39632789280675,-0.10700089111924171,0.6923720468153797,-0.722894012928009,0.23750448386947814,"Michael Stefanic",25353,683021
"Yu Chang","BOS",39,112,6,12,18,4,0.026785714,0.303571428,0.190476191,0.169230769,0.161904761,0.2,0.352380952,0.23631512251767245,0.264,38.65771570046464,1.5921283094212413,-6.63997660134212,5.154460072517395,0.23132367190668623,"Yu Chang",14773,644374
"Jo Adell","LAA",17,62,3,7,6,1,0.064516129,0.403225806,0.241379311,0.3,0.206896551,0.258064516,0.448275862,0.29852809925233165,0.24,86.04343469860754,0.4306539357639849,-0.6061655981125356,0.7631379663944244,0.22570899711915623,"Jo Adell",20220,666176
"Luke Maile","CIN",78,199,6,17,25,2,0.070351758,0.246231155,0.156424581,0.29032258,0.234636871,0.308080808,0.391061452,0.30697375445654895,0.32,85.81365048978635,-2.9688083077780902,-6.4661853177657935,1.9515299797058105,0.2256681437197418,"Luke Maile",13355,571912
"Jordan Walker","STL",117,465,16,51,51,7,0.079569892,0.223655913,0.169047619,0.331125827,0.276190476,0.341935483,0.445238095,0.34120336732556744,0.333,116.20699107875276,-1.2283366611227393,8.107947575421319,-21.702240467071533,0.2236770503469706,"Jordan Walker",27475,691023
"Jake Marisnick","- - -",46,83,2,10,10,2,0.036144578,0.253012048,0.171052631,0.296296296,0.236842105,0.280487804,0.407894736,0.2942053050529666,0.281,84.9296737268686,-0.8895159587264061,-2.420043276910342,1.7786772307008505,0.21729814136494582,"Jake Marisnick",11339,545350
"Michael Brantley","HOU",15,57,2,7,7,0,0.035087719,0.035087719,0.148148148,0.25490196,0.277777777,0.298245614,0.425925925,0.3086916155982436,0.283,95.8604395312617,-0.10016655875369906,-0.3828901286627933,0.534654974937439,0.2082497097809763,"Michael Brantley",4106,488726
"Estevan Florial","NYY",19,71,0,5,8,3,0.098591549,0.28169014,0.081967213,0.333333333,0.229508196,0.323943661,0.311475409,0.28801184388953194,0.305,82.73535402060426,0.7536027426831424,-0.7151508955882324,0.3842089995741844,0.20754727064755152,"Estevan Florial",19151,664314
"Curtis Mead","TBR",24,92,1,12,5,0,0.076086956,0.228260869,0.096385542,0.327868852,0.253012048,0.326086956,0.34939759,0.301610401791075,0.278,94.67619721136128,-0.9926280095241964,-1.5794990994355869,0.3910453990101814,0.19318610347826598,"Curtis Mead",23986,678554
"Amed Rosario","- - -",142,545,6,70,58,15,0.053211009,0.181651376,0.115686274,0.31372549,0.262745098,0.304587155,0.378431372,0.29700858975769184,0.303,88.38071089917142,-2.022706198040396,-9.648886576967431,-6.960400238633156,0.19132009319420593,"Amed Rosario",15518,642708
"Nick Fortes","MIA",108,323,6,33,26,4,0.052631578,0.182662538,0.095238095,0.233766233,0.204081632,0.2625,0.299319727,0.25064428225159646,0.271,52.710548818039705,-1.4681041445583105,-20.39090919983391,11.289750099182129,0.18945075754934498,"Nick Fortes",21538,663743
"Rob Refsnyder","BOS",89,243,1,31,28,7,0.135802469,0.193415637,0.069306931,0.316129032,0.247524752,0.365145228,0.316831683,0.31444206598883345,0.341,92.8090241986323,-1.43745021475479,-3.531210849345613,-2.9008610546588898,0.18189219684629182,"Rob Refsnyder",13770,608701
"Tyler Freeman","CLE",64,168,4,20,18,5,0.059523809,0.178571428,0.124183006,0.275,0.241830065,0.295180722,0.366013071,0.2896367239664836,0.314,83.9074920573913,1.5072054704651237,-1.732204713885909,-2.161793887615204,0.18088320130074212,"Tyler Freeman",22532,671289
"Brice Turang","MIL",137,448,6,46,34,26,0.084821428,0.209821428,0.081683168,0.267973856,0.217821782,0.285393258,0.29950495,0.2616598783312617,0.275,60.317992631587515,3.879535121843219,-18.144169132274737,4.68641996383667,0.17955613775900717,"Brice Turang",22186,668930
"Tucker Barnhart","CHC",47,123,1,6,9,1,0.097560975,0.341463414,0.055045871,0.313432835,0.201834862,0.284552845,0.256880733,0.24957617075462651,0.235,53.40872418492556,-1.3388586663641036,-8.438369618111087,5.950609922409058,0.16966846660104742,"Tucker Barnhart",10200,571466
"Anthony Rendon","LAA",43,183,2,23,22,2,0.136612021,0.147540983,0.081081081,0.268292682,0.236486486,0.360655737,0.317567567,0.3117641373410251,0.357,95.21759088582496,-0.2468969514593482,-1.2955473939642597,-3.2492579221725464,0.1668062043964986,"Anthony Rendon",12861,543685
"Zach Remillard","CHW",54,160,1,16,18,4,0.05,0.3,0.068027211,0.367346938,0.25170068,0.294871794,0.319727891,0.2703309024533918,0.218,67.41827999144809,1.948676582891494,-4.297682103948716,0.4948040097951889,0.16286552988962139,"Zach Remillard",19788,621545
"Dylan Carlson","STL",76,255,5,27,27,3,0.101960784,0.192156862,0.114155251,0.25595238,0.219178082,0.317647058,0.333333333,0.2930242638961942,0.32,83.90858834396263,0.08375697536394,-4.999628512488485,-2.0717040300369263,0.16091358098296094,"Dylan Carlson",20126,666185
"Chad Wallach","LAA",65,172,7,18,15,0,0.075581395,0.331395348,0.178343949,0.258064516,0.197452229,0.258823529,0.375796178,0.27499269071747273,0.289,69.73058395113144,-0.8609367334283888,-7.099224708104485,2.8676199913024902,0.16076986741450838,"Chad Wallach",17161,595453
"Bryan De La Cruz","MIA",153,626,19,60,78,4,0.063897763,0.22683706,0.153713299,0.307328605,0.257340241,0.304,0.41105354,0.3086861981391907,0.33,91.62080329349787,-2.693089668173343,-9.19132504475115,-10.556159973144531,0.15689529578573236,"Bryan De La Cruz",19600,650559
"Isiah Kiner-Falefa","NYY",115,361,6,39,37,14,0.077562326,0.193905817,0.098159509,0.288537549,0.242331288,0.305555555,0.340490797,0.2864834697710143,0.292,81.67600810592613,-2.6115558412857354,-10.537668158896158,-0.1947530210018158,0.15285495735704152,"Isiah Kiner-Falefa",16512,643396
"Daniel Vogelbach","NYM",104,319,13,33,48,0,0.131661442,0.253918495,0.170909091,0.281767955,0.232727272,0.338557993,0.403636363,0.3268442198915302,0.323,108.80148543080713,-3.66264031175524,-0.18435360847483828,-9.182100296020508,0.14941102642872828,"Daniel Vogelbach",14130,596129
"Jonathan Aranda","TBR",34,103,2,13,13,0,0.126213592,0.300970873,0.137931034,0.327272727,0.229885057,0.339805825,0.367816091,0.31203847130139667,0.279,101.90409560344686,0.09196177450940013,0.32695692733865356,-2.4014100432395935,0.142104205082112,"Jonathan Aranda",21837,666018
"Miguel Vargas","LAD",81,304,7,36,32,3,0.125,0.200657894,0.171875,0.223958333,0.1953125,0.304635761,0.3671875,0.29499626337887835,0.305,85.27255373769925,0.45501123601570725,-5.091498113991926,-3.842205226421356,0.14161976613404986,"Miguel Vargas",20178,678246
"Michael Chavis","WSN",48,96,2,16,5,1,0.052083333,0.34375,0.098901099,0.357142857,0.241758241,0.28125,0.34065934,0.27314694846669835,0.258,67.86051026049995,0.7304873531684279,-3.0918492521281165,1.237803041934967,0.1411614317287405,"Michael Chavis",17321,656308
"Luis García","WSN",122,482,9,61,50,9,0.056016597,0.124481327,0.118568233,0.285714285,0.266219239,0.303534303,0.384787472,0.2967848040163517,0.309,83.70690265857928,-2.5666956482455134,-12.295722666914005,-2.7191898822784424,0.13975274113325842,"Luis Garcia",20391,671277
"Miguel Andujar","PIT",30,90,4,9,18,2,0.066666666,0.144444444,0.226190476,0.253731343,0.25,0.3,0.476190476,0.33026109139124554,0.322,105.13980312590563,0.47671809047460556,1.0497881416621322,-2.7267500162124634,0.13844221427926062,"Miguel Andujar",15878,609280
"Tyler Wade","OAK",26,55,0,8,2,4,0.072727272,0.236363636,0.05882353,0.342105263,0.25490196,0.309090909,0.31372549,0.27825705246491866,0.251,78.55129334881329,0.5844232118688524,-0.8290797679525219,0.3440799657255411,0.13797694070493555,"Tyler Wade",15730,642180
"José Azocar","SDP",55,102,2,16,9,8,0.039215686,0.235294117,0.131868132,0.292307692,0.23076923,0.278350515,0.362637362,0.28019948534129824,0.307,78.1919851264191,1.5094466949813068,-1.2462729074225698,-0.8912250101566315,0.1332739293237366,"Jose Azocar",18821,640492
"Jake McCarthy","ARI",99,312,2,37,16,26,0.083333333,0.198717948,0.083333333,0.305164319,0.242753623,0.318181818,0.326086956,0.2891453918698546,0.293,78.7445975142194,4.0644579995423555,-4.151205560481111,-5.1451499462127686,0.1326271275653798,"Jake McCarthy",21622,664983
"JJ Bleday","OAK",82,303,10,35,27,5,0.138613861,0.237623762,0.16015625,0.2259887,0.1953125,0.310231023,0.35546875,0.29701597600093377,0.301,91.55346917138674,1.0154482484795153,-2.0511291421440694,-6.9339799880981445,0.13058900873441784,"JJ Bleday",26368,668709
"Ildemaro Vargas","WSN",86,286,4,32,31,1,0.066433566,0.069930069,0.110687023,0.259414225,0.251908396,0.303886925,0.362595419,0.2924041480563133,0.299,80.7701898439191,-2.7383210440166295,-9.551656137619663,1.0873077884316444,0.12728978009575437,"Ildemaro Vargas",13324,545121
"Santiago Espinal","TOR",93,254,2,30,25,2,0.070866141,0.141732283,0.086956522,0.284974093,0.247826086,0.309523809,0.334782608,0.2853114816297098,0.29,80.19768523412088,0.40790965454652905,-5.618832420751259,-1.798590064048767,0.12090321923500577,"Santiago Espinal",19997,669289
"Dominic Smith","WSN",153,586,12,57,46,1,0.080204778,0.155290102,0.111954459,0.286384976,0.254269449,0.325938566,0.366223908,0.30643114269289196,0.322,90.17363427694166,-3.9240767154842615,-11.057685016544099,-7.69687032699585,0.1200568738283656,"Dominic Smith",15653,642086
"Nolan Schanuel","LAA",29,132,1,19,6,0,0.151515151,0.143939393,0.055045872,0.325842696,0.275229357,0.401515151,0.330275229,0.3364999084982253,0.351,112.36243638164379,-0.36984575539827347,1.5854431239716709,-4.8872599601745605,0.11796622764588141,"Nolan Schanuel",33189,694384
"Jonathan Davis","MIA",34,104,2,22,10,1,0.067307692,0.278846153,0.133333333,0.327868852,0.244444444,0.306930693,0.377777777,0.29815327767098304,0.296,84.55972321851503,0.4709210507571697,-1.5184103579703105,-0.9243159592151642,0.10962978512476408,"Jonathan Davis",15104,641505
"Kevin Pillar","ATL",81,206,9,29,32,4,0.029126213,0.242718446,0.187817259,0.255319148,0.228426395,0.247572815,0.416243654,0.279591526799989,0.296,71.15488632987707,1.1313581615686417,-6.230004163621278,0.31164002418518066,0.10946735269259239,"Kevin Pillar",12434,607680
"Tony Kemp","OAK",124,419,5,42,27,15,0.105011933,0.095465393,0.09470752,0.220820189,0.208913649,0.303398058,0.303621169,0.27555508752471036,0.297,76.67850874304587,-1.0896445028483868,-12.798198673659588,-0.3835400342941284,0.10511846703931302,"Tony Kemp",14894,643393
"Ben Rortvedt","NYY",32,79,2,6,4,0,0.139240506,0.240506329,0.102941177,0.127659574,0.117647058,0.240506329,0.220588235,0.21923510334159754,0.266,35.06485355766985,0.07671808451414108,-6.069951171366033,4.402390003204346,0.10136655057044751,"Ben Rortvedt",20287,666163
"David Peralta","LAD",133,422,7,47,55,4,0.047393364,0.170616113,0.121827411,0.295950155,0.258883248,0.293838862,0.380710659,0.2904055129887089,0.31,82.19499740305419,-4.115538745187223,-13.42389960576306,0.027390003204345703,0.09735954498404198,"David Peralta",2136,444482
"Evan Longoria","ARI",74,237,11,25,28,0,0.097046413,0.308016877,0.199052132,0.276923076,0.222748815,0.295358649,0.421800947,0.3083256613856126,0.324,91.60270456243165,-2.485255899839103,-4.950764365569798,-2.2353605180978775,0.08833371054286829,"Evan Longoria",9368,446334
"Carlos Pérez","OAK",68,189,6,17,20,0,0.068783068,0.211640211,0.130952381,0.256,0.226190476,0.292553191,0.357142857,0.28543301814414085,0.31,83.5250951386051,-0.7467304016463459,-4.477665109438152,-1.283896118402481,0.06580199253031069,"Carlos Perez",10642,542208
"Kody Clemens","PHI",49,148,4,15,13,0,0.054054054,0.27027027,0.136690647,0.294736842,0.230215827,0.277027027,0.366906474,0.280737872864749,0.27,72.80725785524842,0.568846414797008,-4.416937348945632,-0.008580207824707031,0.061346511703817774,"Kody Clemens",20572,665019
"Carson Kelly","- - -",52,151,2,13,13,1,0.092715231,0.264900662,0.080882353,0.27368421,0.205882352,0.278145695,0.286764705,0.2549860797181035,0.241,56.43023837286547,0.5303208301775157,-7.507317416872601,2.9812899827957153,0.06102429135831844,"Carson Kelly",13620,608348
"Raimel Tapia","- - -",64,169,3,28,13,10,0.100591715,0.23668639,0.101351351,0.301886792,0.236486486,0.317365269,0.337837837,0.2930601082162229,0.302,80.1515753616679,2.409113631118089,-1.7254732015103809,-3.415276989340782,0.06045287444821479,"Raimel Tapia",14350,606132
"Ceddanne Rafaela","BOS",28,89,2,11,5,3,0.04494382,0.314606741,0.144578313,0.333333333,0.240963855,0.280898876,0.385542168,0.287312461419052,0.239,74.00496606939261,0.04693495715036988,-2.725193331128249,0.25796759873628616,0.05550577229613445,"Ceddanne Rafaela",24262,678882
"Vinnie Pasquantino","KCR",61,260,9,24,26,0,0.096153846,0.119230769,0.190476191,0.25,0.246753246,0.324324324,0.437229437,0.3268374144335201,0.35,103.40179998164385,-2.7314866669476032,-1.6717082958681404,-6.720569849014282,0.044020767262173965,"Vinnie Pasquantino",27676,686469
"Joey Votto","CIN",65,242,14,26,38,0,0.111570247,0.256198347,0.230769231,0.212121212,0.201923076,0.314049586,0.432692307,0.32564945949995816,0.304,98.33350660816386,-0.6314867176115513,-1.1311042625133036,-6.720250248908997,0.038979875924911866,"Joey Votto",4314,458015
"Conner Capel","OAK",32,86,0,6,3,5,0.139534883,0.290697674,0.068493151,0.395833333,0.260273972,0.372093023,0.328767123,0.321524940950926,0.299,108.54111086080871,-0.6742722657509148,0.2058555353162922,-2.7865999937057495,0.03402193232523819,"Conner Capel",19983,668843
"Alfonso Rivas","- - -",48,123,3,8,15,1,0.073170731,0.292682926,0.19266055,0.309859154,0.229357798,0.303278688,0.422018348,0.31285088619247814,0.284,94.41114092723613,-0.4772177548147738,-1.3288399845288605,-2.606130763888359,0.025355770377649967,"Alfonso Rivas",21560,663845
"David Fry","CLE",58,113,4,12,15,2,0.07079646,0.265486725,0.178217822,0.298507462,0.237623762,0.31858407,0.415841584,0.3212894538862515,0.333,105.84661659676657,0.5996668944135308,1.3912854907618848,-5.011477008461952,0.021846588226932286,"David Fry",24934,681807
"MJ Melendez","KCR",148,602,16,65,56,6,0.102990033,0.282392026,0.163227017,0.31054131,0.234521575,0.315614617,0.397748592,0.3101689759890238,0.325,91.848580153918,-0.8516185944899917,-6.731420342924308,-13.579860165715218,0.014180446491959264,"MJ Melendez",22197,669004
"Elias Díaz","COL",141,526,14,48,72,1,0.064638783,0.2243346,0.141975309,0.324022346,0.267489711,0.315589353,0.40946502,0.3141848336154517,0.295,80.80725185516098,-0.47084509301930666,-12.977513274191276,-4.800799369812012,0.013628873293019317,"Elias Diaz",11680,553869
"Sam Hilliard","ATL",40,78,3,15,6,4,0.076923076,0.423076923,0.194444444,0.388888888,0.236111111,0.294871794,0.430555555,0.3121710534279163,0.272,92.99561388679713,-0.3155767866410315,-0.9924127085798414,-1.6074139066040516,0.005660822390258566,"Sam Hilliard",17954,656541
"Dane Myers","MIA",22,70,1,9,9,1,0.028571428,0.271428571,0.089552239,0.354166666,0.268656716,0.285714285,0.358208955,0.27832414252417426,0.307,71.26662834403153,0.35464005917310715,-2.1371035291881935,-0.2004576101899147,0.0046431214578699,"Dane Myers",22054,667472
"Austin Wynns","- - -",51,145,1,11,10,1,0.062068965,0.268965517,0.069230769,0.285714285,0.207692307,0.267605633,0.276923076,0.24529941526936813,0.224,36.53940914617961,-1.5388586916960776,-12.966031289665205,8.04930272884667,0.0021751945764921232,"Austin Wynns",15271,642851
"Joshua Palacios","PIT",91,264,10,26,40,5,0.045454545,0.212121212,0.174089069,0.269230769,0.238866396,0.278625954,0.412955465,0.29660990265489534,0.318,82.58065260322411,-1.1006662677973509,-6.797775237807416,-2.2155499160289764,-0.002171126058660322,"Joshua Palacios",19818,641943
"Joey Bart","SFG",30,95,0,9,5,0,0.031578947,0.242105263,0.057471265,0.276923076,0.206896551,0.263157894,0.264367816,0.23877365212691457,0.249,48.95417389551143,0.5458975899964571,-5.461723884325154,2.191879987716675,-0.0034150723603393884,"Joey Bart",21524,663698
"José Fermín","STL",21,61,0,2,4,0,0.098360655,0.13114754,0.019607843,0.279069767,0.235294117,0.33898305,0.25490196,0.2810014233750812,0.326,75.8486927143915,-1.0684752915985882,-2.893585934870144,0.7691170275211334,-0.0046743064674294,"Jose Fermin",21746,665877
"Kevin Newman","CIN",74,253,3,28,28,8,0.067193675,0.134387351,0.111111111,0.279792746,0.253333333,0.310756972,0.364444444,0.29555059357943286,0.311,78.15576928711421,0.023319947998970747,-6.82329643626556,-1.8742017038166523,-0.008036627022161465,"Kevin Newman",17696,621028
"Liover Peguero","PIT",59,213,7,21,26,6,0.051643192,0.31455399,0.136363636,0.32,0.237373737,0.279620853,0.373737373,0.28361283574624085,0.266,73.86765315934474,-0.6062966682948172,-7.50197090074571,0.14350998401641846,-0.010361967086361362,"Liover Peguero",24273,678894
"Nick Ahmed","ARI",72,210,2,14,17,5,0.057142857,0.247619047,0.090909091,0.277777777,0.212121212,0.257142857,0.303030303,0.24742404705002194,0.264,50.77535978020093,-0.3379879384301603,-13.14419632138528,5.8091301918029785,-0.01821792901361352,"Nick Ahmed",12147,605113
"Josh H. Smith","TEX",90,232,6,29,15,1,0.10775862,0.237068965,0.143589744,0.222222222,0.184615384,0.304347826,0.328205128,0.28699315864106884,0.323,77.5509384712042,-1.323781615588814,-7.564277548883545,-0.5158200114965439,-0.019713299405646357,"Josh H. Smith",26396,669701
"Willie Calhoun","NYY",44,149,5,16,16,0,0.093959731,0.134228187,0.164179104,0.245454545,0.23880597,0.308724832,0.402985074,0.3069208058956507,0.304,95.84152443352252,-0.1542689553461969,-0.896695261762678,-4.392319917678833,-0.02259679488945293,"Willie Calhoun",17838,641432
"Seth Brown","OAK",112,378,14,33,52,3,0.079365079,0.267195767,0.183673469,0.269565217,0.221574344,0.286472148,0.405247813,0.29775909524648747,0.323,92.06853961608881,-1.7845517336390913,-5.376895492679713,-7.70002019405365,-0.023336851057302654,"Seth Brown",18171,664913
"Jake Lamb","LAA",19,54,2,7,5,0,0.055555555,0.277777777,0.137254902,0.264705882,0.215686274,0.259259259,0.352941176,0.26666587260034347,0.277,63.95910388759558,-0.2847563219256699,-2.616722620920013,0.5212979912757874,-0.025999074319150647,"Jake Lamb",13329,571875
"Omar Narváez","NYM",49,146,2,12,7,0,0.09589041,0.184931506,0.0859375,0.245098039,0.2109375,0.28275862,0.296875,0.2594507727129706,0.312,63.62213289574402,-0.46197407972067595,-7.041715204076468,1.7935500144958496,-0.0274786559770529,"Omar Narvaez",13338,553882
"David Fletcher","LAA",33,97,2,7,12,0,0.072164948,0.092783505,0.078651685,0.256410256,0.247191011,0.302083333,0.325842696,0.27574275857523867,0.251,70.25047061450046,0.4073720262385905,-3.050307700307764,-0.5455479621887207,-0.029934709044083893,"David Fletcher",17992,664058
"Brendan Rodgers","COL",46,192,4,21,20,0,0.057291666,0.213541666,0.129213483,0.315789473,0.258426966,0.3125,0.387640449,0.3065271358937025,0.318,75.67366929688639,-1.45443553943187,-7.2406770182305875,0.27618299424648285,-0.042398326668669065,"Brendan Rodgers",17907,663898
"Josh Donaldson","- - -",51,189,13,18,26,0,0.116402116,0.264550264,0.266666667,0.115384615,0.151515151,0.248677248,0.418181818,0.284442958062288,0.329,78.4402640423608,-2.72344847721979,-7.647991804712358,0.7577462804038078,-0.0461766965283225,"Josh Donaldson",5038,518626
"Keibert Ruiz","WSN",136,562,18,55,67,1,0.055160142,0.103202846,0.14913958,0.262806236,0.26003824,0.307829181,0.40917782,0.31036639022317164,0.322,92.811753306707,-7.423743407242,-12.428442928811643,-7.189260005950928,-0.0475250096887071,"Keibert Ruiz",19610,660688
"Andrew Benintendi","CHW",151,621,5,72,45,13,0.083735909,0.14331723,0.09430605,0.301486199,0.261565836,0.325806451,0.355871886,0.2989924415340269,0.309,87.28415181274454,2.253845354542136,-7.207869677410839,-14.37612009048462,-0.04835929758194124,"Andrew Benintendi",17901,643217
"Yasmani Grandal","CHW",118,405,8,33,33,0,0.088888888,0.212345679,0.104683196,0.284132841,0.234159779,0.308641975,0.338842975,0.28788572608834445,0.278,79.5858706848962,-6.085922420956194,-15.992389806852433,1.7000900506973267,-0.05305624600222525,"Yasmani Grandal",11368,518735
"Taylor Trammell","SEA",22,56,3,7,11,0,0.160714285,0.392857142,0.195652174,0.142857142,0.130434782,0.285714285,0.326086956,0.27944714788879665,0.321,79.01897337021246,-0.12224456621333957,-1.530066383775154,-0.9810910075902939,-0.06067902706791645,"Taylor Trammell",19960,666211
"Jake Cave","PHI",65,203,5,18,21,3,0.073891625,0.27093596,0.135869565,0.269841269,0.211956521,0.272277227,0.347826086,0.2711257435897789,0.283,66.36345960323334,1.084090104792267,-7.375047274846915,-0.154249906539917,-0.061360177954734335,"Jake Cave",14477,595909
"Kole Calhoun","CLE",43,174,6,18,25,0,0.074712643,0.212643678,0.159235669,0.24137931,0.216560509,0.281609195,0.375796178,0.28599382405993584,0.302,81.38252707216527,0.200537646189332,-3.680992009694555,-2.8895650506019592,-0.06568930285379088,"Kole Calhoun",11200,594777
"Samad Taylor","KCR",31,69,0,11,4,8,0.101449275,0.318840579,0.066666666,0.307692307,0.2,0.279411764,0.266666666,0.24809610142427332,0.286,48.82465997246824,1.7767181172966957,-2.4542792690034183,-0.5589379966259003,-0.06669931880800374,"Samad Taylor",22274,669392
"Darin Ruf","- - -",20,57,0,3,3,0,0.140350877,0.280701754,0.06122449,0.333333333,0.224489795,0.333333333,0.285714285,0.28699634995376855,0.361,79.18775158482158,0.1767180934548378,-1.2929273610276482,-1.428474023938179,-0.07778421541848861,"Darin Ruf",9929,573131
"Luis Urías","- - -",52,177,3,18,18,0,0.118644067,0.231638418,0.104166667,0.25,0.194444444,0.337142857,0.298611111,0.2978117561340332,0.298,82.8146531246224,-1.4852560190483928,-5.243112838756144,-1.6217029988765717,-0.08430519412540943,"Luis Urias",16622,649966
"Wade Meckler","SFG",20,64,0,6,4,0,0.09375,0.390625,0.017857143,0.419354838,0.232142857,0.328125,0.25,0.27283781208097935,0.268,71.79017288066329,1.0458976496011019,-1.1907579559338313,-1.8855189681053162,-0.08939766537487728,"Wade Meckler",31490,685133
"Nick Gonzales","PIT",35,128,2,12,13,0,0.046875,0.28125,0.139130434,0.278481012,0.208695652,0.267716535,0.347826086,0.26834296100721583,0.257,63.63100430277543,-0.3992957682348788,-6.166429168220484,0.771498791873455,-0.10324678810800139,"Nick Gonzales",27490,693304
"Matt Duffy","KCR",79,209,2,17,16,1,0.057416267,0.18660287,0.073298429,0.302631578,0.2513089,0.306220095,0.324607329,0.28109810512031663,0.296,71.69899248570398,-0.31607647333294153,-7.40338129758567,-0.7577496245503426,-0.10571778934716014,"Matt Duffy",13836,622110
"Andrew Velazquez","LAA",54,94,2,12,3,13,0.106382978,0.319148936,0.111111111,0.244897959,0.172839506,0.263736263,0.283950617,0.24880586941163618,0.221,51.57998729247436,1.9873687322251499,-3.4662614187151206,-0.7996500730514526,-0.10691520223010276,"Andrew Velazquez",14196,623205
"Carter Kieboom","WSN",27,94,4,12,11,0,0.063829787,0.287234042,0.16091954,0.25,0.206896551,0.265957446,0.367816091,0.27655080087641454,0.245,70.14239157736509,-0.4463972900994122,-3.9233724715902745,-0.3818260133266449,-0.11005462928170526,"Carter Kieboom",19958,666198
"Franchy Cordero","NYY",24,71,6,9,13,0,0.028169014,0.352112676,0.289855072,0.184210526,0.188405797,0.211267605,0.478260869,0.28614938678875773,0.291,81.44444867415544,0.04606416216120124,-1.5325105478265277,-2.0035890340805054,-0.11206398895729816,"Franchy Cordero",14567,614173
"Nick Allen","OAK",106,329,4,29,20,5,0.051671732,0.158054711,0.0660066,0.253012048,0.221122112,0.263157894,0.287128712,0.2445513558092501,0.247,55.18921751871884,-0.19996199430897832,-17.86486897526179,5.508919835090637,-0.11745570247028941,"Nick Allen",22277,669397
"Brad Miller","TEX",27,67,1,8,6,0,0.149253731,0.164179104,0.125,0.244444444,0.214285714,0.328358208,0.339285714,0.30023764229532496,0.309,86.73094844465598,-0.13098703837022185,-1.1962274004535505,-2.280028607696295,-0.11964852346754268,"Brad Miller",12775,543543
"Henry Ramos","CIN",23,86,0,9,5,2,0.127906976,0.244186046,0.067567567,0.339622641,0.243243243,0.348837209,0.31081081,0.3027510684590007,0.298,82.98283789130566,-0.8224111488088965,-2.6354382933112532,-1.6149189621210098,-0.13175621885117125,"Henry Ramos",11481,592656
"Andrew Knizner","STL",70,241,10,30,31,2,0.049792531,0.25726141,0.183035714,0.287581699,0.241071428,0.2875,0.424107142,0.3057287484407425,0.286,92.42544584338157,-1.2698457017540932,-3.531326146505509,-6.064610004425049,-0.1383822392585613,"Andrew Knizner",19514,668800
"Mike Zunino","CLE",42,140,3,11,11,0,0.107142857,0.435714285,0.129032258,0.316666666,0.177419354,0.271428571,0.306451612,0.26052572982651845,0.243,63.73009416720633,-1.7157433573156595,-7.799998152529714,1.4320900738239288,-0.16067362520007478,"Mike Zunino",13265,572287
"Osleivis Basabe","TBR",31,94,1,15,12,0,0.063829787,0.265957446,0.091954023,0.295081967,0.218390804,0.276595744,0.310344827,0.2616733084333704,0.256,66.99501877473804,0.4238195884972811,-3.293588786187642,-1.5151809453964233,-0.16104782933253523,"Osleivis Basabe",23985,678545
"Bubba Thompson","TEX",37,60,0,10,4,4,0.066666666,0.266666666,0.113207547,0.236842105,0.16981132,0.237288135,0.283018867,0.230231710409714,0.226,38.20847148843446,1.0864979536272585,-3.3558555822286236,-0.3658149242401123,-0.16783672290634777,"Bubba Thompson",22261,669352
"Trayce Thompson","- - -",72,179,6,17,17,2,0.134078212,0.430167597,0.130718955,0.271428571,0.163398692,0.284916201,0.294117647,0.26630678489887516,0.277,64.89401052709012,0.8686798396520317,-6.690689513767346,-1.0981189906597137,-0.16951041152264942,"Trayce Thompson",9952,572204
"Carlos Pérez","CHW",27,53,1,5,3,0,0.075471698,0.207547169,0.142857143,0.243243243,0.204081632,0.264150943,0.346938775,0.26746098162992943,0.253,65.42908188677637,-0.36934609105810523,-2.5647766872694358,-0.9544260501861572,-0.1713630898722257,"Carlos Perez",20805,656024
"David Villar","SFG",46,140,5,15,12,1,0.078571428,0.321428571,0.169354839,0.173333333,0.14516129,0.235714285,0.314516129,0.2444268958909171,0.305,52.744006641472716,0.20840937551110983,-7.987622741610494,1.4774120151996613,-0.17370473216878,"David Villar",24782,681584
"Romy Gonzalez","CHW",44,97,3,11,14,7,0.020618556,0.37113402,0.182795699,0.272727272,0.193548387,0.208333333,0.376344086,0.24437197980781397,0.281,49.42564433970721,3.115243654232472,-2.762829977916277,-2.291787102818489,-0.17539918225804255,"Romy Gonzalez",21562,663853
"Brett Phillips","LAA",40,71,3,9,6,3,0.112676056,0.507042253,0.158730159,0.333333333,0.174603174,0.267605633,0.333333333,0.2676202285457665,0.236,64.62058660945247,0.36234520887956023,-2.6474843699770823,-1.6478200405836105,-0.18777022102571375,"Brett Phillips",14735,621433
"Brandon Dixon","SDP",33,86,2,10,9,1,0.011627906,0.360465116,0.126582279,0.291666666,0.202531645,0.244186046,0.329113924,0.24893631560857907,0.242,57.23371951083579,0.1844232059083879,-4.371943296391173,-0.4572399854660034,-0.18947547435363307,"Brandon Dixon",15214,641525
