Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Austin Slater","SFG",89,207,5,24,20,2,0.096618357,0.280193236,0.12972973,0.368852459,0.27027027,0.347826086,0.4,0.3302208029705545,0.337,110.25869591150794,0.10894702468067408,2.739706971775981,-0.30505603551864624,0.9458078837743431,"Austin Slater",16153,596103
"Ezequiel Duran","TEX",122,439,14,55,46,8,0.052391799,0.273348519,0.167487685,0.357664233,0.275862068,0.324200913,0.443349753,0.3301085254147615,0.318,107.43504020923909,-3.7819394753314555,0.128997083911913,-5.67550003528595,0.9342473659303281,"Ezequiel Duran",23733,677649
"Nick Madrigal","CHC",92,294,2,34,28,10,0.034013605,0.081632653,0.088888889,0.282786885,0.262962962,0.311418685,0.351851851,0.29364075029597564,0.294,82.94882425034103,-1.4912194148637354,-7.701630956508132,7.05119788646698,0.9336464243343622,"Nick Madrigal",20521,663611
"Owen Miller","MIL",90,314,5,29,27,13,0.054140127,0.194267515,0.109965636,0.310043668,0.261168384,0.30254777,0.37113402,0.29203777000926934,0.287,80.68278379231178,1.8010754026472569,-5.713300347781065,4.321439862251282,0.9276385069522325,"Owen Miller",24655,680911
"Travis d'Arnaud","ATL",74,292,11,31,39,0,0.071917808,0.229452054,0.172284644,0.257894736,0.224719101,0.287671232,0.397003745,0.29718237911185175,0.33,82.94747672645074,-1.0623072180896997,-7.230958521116724,6.43969988822937,0.9128110505930339,"Travis d'Arnaud",7739,518595
"Cade Marlowe","SEA",34,100,3,14,11,4,0.12,0.33,0.181818182,0.346153846,0.238636363,0.33,0.420454545,0.3270512408018112,0.276,112.01429875446533,0.9632160351611674,2.4027812916061606,3.3508599996566772,0.9125405217873508,"Cade Marlowe",25505,687799
"Anthony Rizzo","NYY",99,421,12,45,41,0,0.083135391,0.2304038,0.134048257,0.298113207,0.243967828,0.327790973,0.378016085,0.3123796257234755,0.319,99.62513893831333,-3.6215023496188223,-3.810599661888682,-1.526090145111084,0.8941854532161625,"Anthony Rizzo",3473,519203
"Edmundo Sosa","PHI",104,300,10,34,30,4,0.026666666,0.246666666,0.17562724,0.306122448,0.250896057,0.292929292,0.426523297,0.30937864483406247,0.298,92.00751526676761,-0.006463209167122841,-2.976910081022072,1.7087290585041046,0.8924236372271761,"Edmundo Sosa",17022,624641
"Akil Baddoo","DET",112,357,11,40,34,14,0.117647058,0.249299719,0.153846154,0.267605633,0.217948717,0.309859154,0.371794871,0.29905954281939323,0.301,88.04005212079217,2.8942410494200885,-2.221757733527064,-0.9878802299499512,0.8894583141461871,"Akil Baddoo",22168,668731
"Brenton Doyle","COL",126,431,10,48,48,22,0.051044083,0.350348027,0.140350877,0.294605809,0.203007518,0.25,0.343358395,0.25730419688135664,0.264,42.67549799755297,3.0040208380669355,-27.604072693280457,21.603759288787842,0.8654584427083081,"Brenton Doyle",25479,686668
"Jose Trevino","NYY",55,168,4,15,15,0,0.047619047,0.13095238,0.101910828,0.221374045,0.210191082,0.257485029,0.31210191,0.25194056412417015,0.282,57.73364639308339,-1.4696792443282902,-9.977865589049916,12.883689880371094,0.8589465519528099,"Jose Trevino",16725,624431
"Tyrone Taylor","MIL",81,243,10,36,35,9,0.03292181,0.226337448,0.212121212,0.263473053,0.233766233,0.267489711,0.445887445,0.30224265654881793,0.307,87.5239558328075,1.4149105888791382,-2.340884556344041,2.5267999172210693,0.8438349912921272,"Tyrone Taylor",13675,621438
"Ramón Urías","BAL",116,396,4,45,42,3,0.068181818,0.255050505,0.111111112,0.35546875,0.263888888,0.328282828,0.375,0.31043062321465426,0.281,98.51210176082495,0.6997048375196755,-0.006289706973081621,-5.075143039226532,0.8349391010692608,"Ramon Urias",18795,602104
"Charlie Blackmon","COL",96,413,8,57,40,4,0.094430992,0.133171912,0.161559888,0.306666666,0.278551532,0.363196125,0.44011142,0.34976617461543974,0.339,104.66034167336777,-1.792756502982229,0.591684212052078,-6.287739872932434,0.8346653230466246,"Charlie Blackmon",7859,453568
"Drew Waters","KCR",98,337,8,40,32,16,0.080118694,0.317507418,0.149006622,0.321052631,0.228476821,0.299703264,0.377483443,0.29582206590946775,0.316,81.90445692067911,1.7963157002814114,-5.5106059708520725,2.215890049934387,0.8132145088713643,"Drew Waters",20505,671221
"Tyler O'Neill","STL",72,266,9,27,21,5,0.105263157,0.251879699,0.172268908,0.283950617,0.231092436,0.312030075,0.403361344,0.31269164103314395,0.338,97.09324356357246,-0.7623071316629648,-1.7201824844216052,0.7501199245452881,0.8066778498148919,"Tyler O'Neill",15711,641933
"Javier Báez","DET",136,547,9,58,59,12,0.043875685,0.228519195,0.103921569,0.274406332,0.221568627,0.267399267,0.325490196,0.26062954050717335,0.284,61.403467885771015,2.3139112587086856,-22.983060790326185,12.467979907989502,0.804695828427996,"Javier Baez",12979,595879
"Alex Kirilloff","MIN",88,319,11,35,41,1,0.087774294,0.250783699,0.174377224,0.336787564,0.270462633,0.347962382,0.444839857,0.34284536681085265,0.333,119.97288884297176,0.7527699787169695,8.386986924986504,-11.201539993286133,0.8001112731564324,"Alex Kirilloff",20325,666135
"Austin Hedges","- - -",82,212,1,14,16,1,0.051886792,0.221698113,0.043243244,0.235714285,0.183783783,0.233830845,0.227027027,0.20915846237495764,0.246,23.87384732694463,-0.3159099160693586,-20.21395865201491,20.7411128282547,0.772370944763739,"Austin Hedges",12976,595978
"Tom Murphy","SEA",47,159,8,19,17,0,0.062893081,0.276729559,0.248275862,0.357894736,0.289655172,0.335443037,0.537931034,0.3674604270277144,0.352,140.02269396688686,-1.5542689091525972,6.070670057460753,-3.8580098152160645,0.7593337523565149,"Tom Murphy",13499,608596
"Patrick Wisdom","CHC",97,302,23,43,46,4,0.099337748,0.367549668,0.29477612,0.237037037,0.20522388,0.289036544,0.5,0.33302551428741,0.339,109.35166030300344,0.3320624022744596,3.830824271833322,-6.667850017547607,0.7427744585122986,"Patrick Wisdom",13602,621550
"Will Brennan","CLE",138,455,5,41,41,13,0.035164835,0.125274725,0.090277778,0.295698924,0.266203703,0.298901098,0.356481481,0.28508058012716025,0.301,80.74953988822323,1.080572357866913,-9.414500073575164,1.3492999076843262,0.7372964465404814,"Will Brennan",25660,686823
"Garrett Hampson","MIA",98,252,3,30,23,5,0.091269841,0.265873015,0.104072398,0.379084967,0.276018099,0.34939759,0.380090497,0.32290840938866855,0.295,101.15511742593655,1.7529364540241659,2.113552789191439,-3.3047608733177185,0.7370777924258913,"Garrett Hampson",19262,641658
"Nelson Velázquez","- - -",53,179,17,35,34,0,0.07821229,0.284916201,0.351851852,0.221052631,0.234567901,0.301675977,0.586419753,0.3685192925304008,0.378,132.37381220612,0.16114128893241286,7.163025263488628,-5.947893917560577,0.727887302612366,"Nelson Velazquez",23359,676369
"Stuart Fairchild","CIN",97,255,5,34,28,10,0.098039215,0.270588235,0.159817351,0.306122448,0.228310502,0.321428571,0.388127853,0.3120653856368292,0.315,89.22698828007499,2.286869035102427,-1.1163980373041213,-0.2962000370025635,0.7251901091291497,"Stuart Fairchild",20321,656413
"Joey Gallo","MIN",111,332,21,39,40,1,0.144578313,0.427710843,0.262411348,0.243697478,0.177304964,0.301204819,0.439716312,0.3195663042298977,0.302,103.8377164765427,0.9539738837629557,2.480639413161793,-6.517949938774109,0.7222246070016876,"Joey Gallo",14128,608336
"Shea Langeliers","OAK",135,490,22,52,63,3,0.069387755,0.291836734,0.207589286,0.245614035,0.205357142,0.26789366,0.412946428,0.2902982225163517,0.303,86.89726319178732,-2.291386066004634,-9.984302713805963,0.5692501068115234,0.7212721695229513,"Shea Langeliers",25816,669127
"DJ Stewart","NYM",58,185,11,21,26,1,0.081081081,0.302702702,0.2625,0.29787234,0.24375,0.333333333,0.50625,0.3580748901341131,0.34,129.73796397385524,-0.23798791458830237,6.577574173558248,-5.710170030593872,0.7148073388305691,"DJ Stewart",17766,621466
"Byron Buxton","MIN",85,347,17,49,42,9,0.100864553,0.314121037,0.230263158,0.252747252,0.207236842,0.293948126,0.4375,0.31119512526885323,0.32,98.03548904676721,4.799167233053595,3.982365108455538,-8.641980171203613,0.7109897844130258,"Byron Buxton",14161,621439
"Noelvi Marte","CIN",35,123,3,15,15,6,0.06504065,0.203252032,0.140350877,0.38372093,0.315789473,0.365853658,0.45614035,0.35738036642229654,0.342,119.60533480688042,0.886164806317538,3.8735972545416764,-0.9505990445613861,0.7092173185228885,"Noelvi Marte",26517,682622
"Endy Rodríguez","PIT",57,204,3,27,13,0,0.083333333,0.240196078,0.107526882,0.281481481,0.220430107,0.284313725,0.327956989,0.27098164196107905,0.293,65.39992846429345,0.24556450825184584,-8.498752287957918,8.569920063018799,0.6999377140124007,"Endy Rodriguez",25332,682848
"Blake Sabol","SFG",110,344,13,36,44,4,0.069767441,0.340116279,0.158064517,0.329670329,0.23548387,0.30116959,0.393548387,0.3031444528646636,0.282,92.10719872579915,1.1394343450665474,-2.224196527081701,-2.532378911972046,0.6940049336623999,"Blake Sabol",25805,666165
"Jacob Young","WSN",33,121,0,9,12,13,0.082644628,0.181818181,0.08411215,0.317647058,0.252336448,0.322033898,0.336448598,0.29430854926675054,0.273,82.04686609742163,3.7688464177772403,1.07765642337356,1.7374790012836456,0.6916689202993662,"Jacob Young",29931,696285
"Dylan Moore","SEA",67,165,7,18,19,7,0.096969696,0.339393939,0.220689655,0.280487804,0.206896551,0.303030303,0.427586206,0.3169869484323444,0.319,105.03854139470215,0.5794970118440688,1.5756400508422912,-0.5570230484008789,0.6605943980688096,"Dylan Moore",18042,664238
"René Pinto","TBR",39,105,6,10,16,0,0.019047619,0.323809523,0.203883495,0.317460317,0.252427184,0.266666666,0.456310679,0.3061980798130944,0.329,97.85600633767552,-0.7463973020203412,-1.016137533378591,3.997659921646118,0.653050939827829,"Rene Pinto",19859,650907
"Randal Grichuk","- - -",118,471,16,65,44,2,0.061571125,0.203821656,0.19124424,0.308641975,0.267281105,0.320594479,0.458525345,0.3326977051651554,0.321,100.17100285189994,-2.9146679993718863,-2.6426351659508445,-6.859336018562317,0.6504100857663151,"Randal Grichuk",10243,545341
"Ernie Clement","TOR",30,52,1,7,10,1,0.019230769,0.076923076,0.12,0.391304347,0.38,0.384615384,0.5,0.3775617102017769,0.333,144.13811813069856,0.7690129526890814,3.5191230818837176,1.18538698554039,0.6452994233170621,"Ernie Clement",20352,676391
"Dominic Fletcher","ARI",28,102,2,10,14,0,0.06862745,0.215686274,0.139784947,0.376811594,0.301075268,0.35,0.440860215,0.3396162420812279,0.263,112.57934599358538,-0.7444891324266791,0.8450709692558749,2.085737884044647,0.6386743089163999,"Dominic Fletcher",26149,666150
"Masataka Yoshida","BOS",140,580,15,71,72,8,0.058620689,0.139655172,0.156424581,0.316027088,0.288640595,0.337931034,0.445065176,0.33851495066593434,0.324,109.4944101445409,-5.017242362257093,1.5810098430788475,-14.921609878540039,0.6347453176744466,"Masataka Yoshida",31837,807799
"Mike Ford","SEA",84,251,16,32,34,0,0.095617529,0.322709163,0.246575342,0.276422764,0.228310502,0.322709163,0.474885844,0.34272062279788623,0.312,122.8750530697587,-2.154602122027427,4.725086164570705,-6.89106285572052,0.6344018156687007,"Mike Ford",15585,645801
"Joc Pederson","SFG",121,425,15,59,51,0,0.134117647,0.209411764,0.181564246,0.26848249,0.234636871,0.348235294,0.416201117,0.33089668483324436,0.368,110.71179493262812,-1.2475631954148412,4.392317265180932,-12.648169994354248,0.6201633558585234,"Joc Pederson",11899,592626
"Hunter Renfroe","- - -",140,548,20,60,60,0,0.08029197,0.228102189,0.182730924,0.269662921,0.232931726,0.297445255,0.41566265,0.3080312922923234,0.289,92.32824271673458,-1.4629734382033348,-6.648174123143937,-5.956803798675537,0.6000481601147718,"Hunter Renfroe",15464,592669
"Christian Bethancourt","TBR",104,332,11,49,33,1,0.039156626,0.274096385,0.155555555,0.277777777,0.225396825,0.253776435,0.38095238,0.27137034303111973,0.266,73.7162226090332,-0.9391918196342885,-11.395028557560954,6.12870979309082,0.5996706144118831,"Christian Bethancourt",10028,542194
"Miguel Amaya","CHC",53,156,5,17,18,0,0.076923076,0.256410256,0.145038167,0.264367816,0.213740458,0.329032258,0.358778625,0.31032655162196005,0.33,94.13468477531657,-0.02361502405256033,-1.1571493476608499,1.6169298887252808,0.575667905901746,"Miguel Amaya",21693,665804
"Miguel Rojas","LAD",125,423,5,49,31,8,0.061465721,0.113475177,0.085714286,0.255192878,0.236363636,0.289786223,0.322077922,0.2710404203510058,0.291,69.21298826446713,-1.9367460068315268,-18.070172834147073,9.352749824523926,0.5673440258656526,"Miguel Rojas",7802,500743
"Wilyer Abreu","BOS",28,85,2,10,14,3,0.105882352,0.270588235,0.157894737,0.431372549,0.315789473,0.388235294,0.47368421,0.37475838871563183,0.355,134.61544403712958,-0.6147060259245336,2.9108024412829296,-0.15365199744701385,0.562917045203111,"Wilyer Abreu",23772,677800
"Ty France","SEA",158,665,12,79,58,1,0.064661654,0.175939849,0.115843271,0.294117647,0.250425894,0.336842105,0.366269165,0.3148251546056647,0.339,103.54015992453523,-9.78692196123302,-6.966088438645942,-10.179539561271667,0.5432963964050781,"Ty France",17982,664034
"Michael Massey","KCR",129,461,15,42,55,6,0.052060737,0.214750542,0.151869159,0.261006289,0.228971962,0.273913043,0.380841121,0.2828392321648805,0.32,72.90580160347632,2.1469729598611593,-12.819179371665497,2.369325041770935,0.5198319952449584,"Michael Massey",27684,686681
"Rafael Ortega","NYM",47,136,1,16,8,6,0.147058823,0.242647058,0.052631579,0.3,0.219298245,0.34074074,0.271929824,0.28824222970891883,0.286,82.9234068337224,2.5543068731203675,-0.3228189789042206,0.8406010270118713,0.5135260981061676,"Rafael Ortega",10323,542364
"Christian Encarnacion-Strand","CIN",63,241,13,29,37,2,0.058091286,0.286307053,0.207207207,0.335714285,0.27027027,0.327800829,0.477477477,0.34619804116205555,0.347,112.10890546181949,-2.354602020699531,1.2606672536406558,-4.426056832075119,0.5028576906921889,"Christian Encarnacion-Strand",30011,687952
"Alek Thomas","ARI",125,402,9,51,39,9,0.047263681,0.213930348,0.144385026,0.273049645,0.229946524,0.2725,0.37433155,0.27818276723823454,0.29,71.39545151150391,3.684627876151353,-10.560943371766621,1.8909839391708374,0.5007551194051478,"Alek Thomas",23792,677950
"James McCann","BAL",70,226,6,25,26,3,0.039823008,0.252212389,0.154589372,0.273972602,0.222222222,0.269058295,0.376811594,0.2792660463016664,0.319,76.91132559257483,-0.7302828244864941,-6.98259088110106,4.24905002117157,0.49310554417676977,"James McCann",12859,543510
"Matthew Batten","SDP",43,139,2,19,11,2,0.122302158,0.215827338,0.1,0.329545454,0.258333333,0.355072463,0.358333333,0.32119886987451196,0.27,105.67723369426463,1.4399341107346117,2.4175545907562936,-2.222360610961914,0.4915471655195728,"Matthew Batten",20157,676946
"Brian Anderson","MIL",96,361,9,38,40,1,0.099722991,0.299168975,0.141509434,0.308823529,0.226415094,0.310249307,0.367924528,0.29913264925790295,0.315,85.4390629883951,-2.844284612685442,-9.3562973921982,1.9670000076293945,0.4892124560169116,"Brian Anderson",18289,605119
"Cristian Pache","PHI",48,95,2,12,11,2,0.105263157,0.284210526,0.178571428,0.327272727,0.238095238,0.319148936,0.416666666,0.31987000018992323,0.312,99.04073083945096,-0.6203364264219999,-0.7332335317949736,2.318151980638504,0.4806911278248823,"Cristian Pache",19948,665506
"Connor Wong","BOS",126,403,9,55,36,8,0.05459057,0.332506203,0.150943396,0.340611353,0.234501347,0.2875,0.385444743,0.29235968068242074,0.274,77.50329219409842,1.1471395245753229,-9.716039659047745,0.7669198513031006,0.4729778790874714,"Connor Wong",19896,657136
"Rougned Odor","SDP",59,157,4,21,18,2,0.108280254,0.235668789,0.152173913,0.24742268,0.20289855,0.299363057,0.355072463,0.2912779697187387,0.318,85.61880141489952,1.6159478919580579,-1.1811872839417474,0.559654951095581,0.4712380490647854,"Rougned Odor",12282,596059
"Pablo Reyes","BOS",64,185,2,27,20,7,0.075675675,0.113513513,0.089820359,0.315068493,0.287425149,0.338797814,0.377245508,0.3147459776023698,0.317,93.0196712662071,0.8628828669898212,-0.6844385388472554,-1.0108801126480103,0.4577267356236939,"Pablo Reyes",16357,622569
"Jorge Mateo","BAL",116,350,7,58,34,32,0.062857142,0.234285714,0.122641509,0.267241379,0.216981132,0.26744186,0.339622641,0.26515002080867456,0.292,67.12723297001929,4.257956754881889,-9.528010277687416,2.181630253791809,0.45323550750794095,"Jorge Mateo",17273,622761
"Robbie Grossman","TEX",115,420,10,56,49,1,0.135714285,0.233333333,0.155807366,0.292490118,0.237960339,0.34047619,0.393767705,0.3225276939925693,0.306,102.18061807550667,1.2601419095881283,2.3575340045879516,-12.177770137786865,0.4437080952893119,"Robbie Grossman",5254,543257
"Brandon Crawford","SFG",94,320,7,31,38,3,0.0875,0.253125,0.120141343,0.24120603,0.194346289,0.272727272,0.314487632,0.26020008606730766,0.293,63.318069097332014,0.883756987284869,-13.658134040302993,7.107870101928711,0.4336315618949903,"Brandon Crawford",5343,543063
"Richie Palacios","STL",32,102,6,9,16,2,0.058823529,0.107843137,0.258064516,0.233766233,0.258064516,0.306930693,0.516129032,0.34632688524699445,0.309,119.64170516569604,0.35360272927209735,2.8355815917919336,-2.0424389839172363,0.42551094278236645,"Richie Palacios",24589,680700
"Manuel Margot","TBR",99,336,4,39,38,9,0.053571428,0.163690476,0.112540193,0.305882352,0.263665594,0.309523809,0.376205787,0.2992753567440169,0.304,93.05773194083605,-1.667233389802277,-4.462180446352246,-2.6994940042495728,0.4242219269255858,"Manuel Margot",14712,622534
"Victor Robles","WSN",36,126,0,15,8,8,0.087301587,0.142857142,0.065420561,0.359550561,0.29906542,0.385245901,0.364485981,0.3384635971217859,0.321,111.6476144900618,2.4620121181942523,4.2801476412739685,-4.318233013153076,0.4241334291168999,"Victor Robles",18363,645302
"Tim Locastro","NYM",43,67,2,13,3,6,0.044776119,0.328358208,0.160714285,0.34375,0.232142857,0.338461538,0.392857142,0.3268231877913842,0.312,108.78738588987507,1.6690130033530295,2.3983919447680546,-0.4440299868583679,0.42243539389602475,"Tim Locastro",15124,641796
"Eloy Jiménez","CHW",120,489,18,50,64,0,0.061349693,0.190184049,0.168859649,0.305475504,0.271929824,0.316973415,0.440789473,0.3247270182662431,0.313,105.12128893574506,-2.6629733815789223,0.3377161783474949,-12.732246160507202,0.4207772521132356,"Eloy Jimenez",17484,650391
"Edward Olivares","KCR",107,385,12,47,36,11,0.057142857,0.166233766,0.189265537,0.289285714,0.262711864,0.316883116,0.451977401,0.32886485010385513,0.34,104.80705519279938,-0.6422098679468036,1.575336795720332,-10.567259788513184,0.4077256228220877,"Edward Olivares",19698,658668
"Trevor Larnach","MIN",58,212,8,26,40,1,0.12735849,0.339622641,0.202185792,0.295238095,0.213114754,0.311320754,0.415300546,0.313139641736921,0.323,99.38327134137307,0.6157814017497003,0.4591196709532598,-3.611269950866699,0.4039307222961519,"Trevor Larnach",21501,663616
"Billy McKinney","NYY",48,147,6,19,14,1,0.115646258,0.265306122,0.1796875,0.273809523,0.2265625,0.319727891,0.40625,0.3147492286277144,0.346,101.26755693375122,0.7226156983524561,0.9458792038419063,-1.9610769748687744,0.396802854808721,"Billy McKinney",15654,641856
"Gio Urshela","LAA",62,228,2,22,24,3,0.043859649,0.157894736,0.074766355,0.346368715,0.29906542,0.328947368,0.373831775,0.30695874021764386,0.288,91.88687640343285,-1.7372836917638779,-3.9537231264889794,0.07496297359466553,0.3856828024720273,"Gio Urshela",10681,570482
"Nick Martini","CIN",29,79,6,10,16,0,0.063291139,0.189873417,0.319444445,0.25490196,0.263888888,0.329113924,0.583333333,0.3822670812848248,0.353,136.2889399834303,-0.3232819214463234,3.2282857393055284,-2.065870940685272,0.3842195229258438,"Nick Martini",12005,605361
"Andruw Monasterio","MIL",92,315,3,38,27,7,0.088888888,0.209523809,0.088652482,0.325581395,0.258865248,0.33015873,0.34751773,0.30221139325035945,0.307,87.5029974808965,-3.2067962223663926,-8.083598298745528,1.1565679907798767,0.3790798524329281,"Andruw Monasterio",19455,655316
"Gabriel Arias","CLE",122,345,10,36,26,3,0.08115942,0.327536231,0.142857143,0.29015544,0.209523809,0.275362318,0.352380952,0.27563091464664624,0.303,74.19979241437396,-1.7276704395189881,-12.393023205329328,4.470478809438646,0.37884166159630767,"Gabriel Arias",22563,672356
"Josh Bell","- - -",150,617,22,52,74,0,0.102106969,0.217179902,0.171846435,0.28680203,0.246800731,0.325203252,0.418647166,0.3227294197284767,0.346,104.58897460526063,-4.96243573538959,-1.398305500995566,-15.796914711594582,0.3775815239703839,"Josh Bell",13145,605137
"Jace Peterson","- - -",134,430,6,35,37,15,0.109302325,0.23488372,0.096256685,0.27037037,0.211229946,0.303738317,0.307486631,0.27471117150615637,0.285,74.4744541606801,1.8236910905689,-11.556212187558646,0.718545064330101,0.3770096571506915,"Jace Peterson",12325,607054
"Alex Call","WSN",128,439,8,43,38,9,0.120728929,0.177676537,0.106666666,0.230240549,0.2,0.307339449,0.306666666,0.28014924643783395,0.298,72.55472463649554,0.26810765778645873,-14.658146482412452,3.4756889939308167,0.3758766932656679,"Alex Call",19296,669743
"Nick Loftin","KCR",19,68,0,10,10,2,0.058823529,0.176470588,0.112903225,0.392156862,0.322580645,0.367647058,0.43548387,0.3478351594770656,0.299,117.95574666251747,0.5536027397029102,2.0166060587032186,-0.5610970109701157,0.37552421821632065,"Nick Loftin",27630,679845
"Garrett Mitchell","MIL",19,73,3,10,7,1,0.09589041,0.356164383,0.2,0.351351351,0.246153846,0.315068493,0.446153846,0.3255530293673685,0.281,103.15080970930867,0.5469349273480475,0.8318817077618484,0.4310719966888428,0.3738673639374786,"Garrett Mitchell",27555,669003
"Riley Adams","WSN",44,158,4,8,21,0,0.069620253,0.284810126,0.202797203,0.368421052,0.272727272,0.331210191,0.475524475,0.34446294937923455,0.281,115.6694721330335,-0.35426895832642913,2.71284683586015,-4.501650094985962,0.3582366447149612,"Riley Adams",19864,656180
"Myles Straw","CLE",147,518,1,52,29,20,0.081081081,0.187258687,0.058441558,0.294594594,0.238095238,0.30078125,0.296536796,0.26844041678123176,0.275,69.21591808286112,4.150456199422479,-14.956385044419143,0.925299882888794,0.35583560432153116,"Myles Straw",17620,664702
"Austin Wells","NYY",19,75,4,8,13,0,0.04,0.186666666,0.257142857,0.226415094,0.228571428,0.256756756,0.485714285,0.30894439526506373,0.367,97.24411369848139,-0.06934607913717628,-0.3170058625829877,1.3345999717712402,0.3555723124108982,"Austin Wells",27562,669224
"Ryan McKenna","BAL",89,139,2,23,18,5,0.064748201,0.287769784,0.106557377,0.353658536,0.25409836,0.31617647,0.360655737,0.298319515059976,0.271,90.11765645424845,0.6380259366706014,-1.0078901012877184,-0.2581089735031128,0.34468949406015464,"Ryan McKenna",19928,663630
"Ronny Mauricio","NYM",26,108,2,11,9,7,0.064814814,0.287037037,0.099009901,0.338235294,0.247524752,0.296296296,0.346534653,0.28354393552850793,0.287,79.7737550800761,2.0996668795123696,-0.6065197025777538,0.3626077026128769,0.34247582024125295,"Ronny Mauricio",23698,677595
"Garrett Cooper","- - -",123,457,17,42,61,0,0.067833698,0.288840262,0.168246445,0.323636363,0.251184834,0.304157549,0.419431279,0.31253561031896643,0.318,95.8509758686437,-4.093627302441746,-6.442615744610862,-5.74305135011673,0.33697187382041105,"Garrett Cooper",15279,643265
"Reese McGuire","BOS",72,206,1,15,16,2,0.053398058,0.257281553,0.090909091,0.365671641,0.267379679,0.31,0.35828877,0.2932516187429428,0.238,78.1215118623799,-2.09192381054163,-7.492218474597428,3.857110023498535,0.3354431923390379,"Reese McGuire",15674,624512
"Sam Haggerty","SEA",52,108,1,13,5,10,0.138888888,0.157407407,0.087912088,0.301369863,0.252747252,0.364485981,0.34065934,0.3210696071107811,0.322,107.8683117628512,3.0159479873254895,4.034160065278492,-4.574009895324707,0.31207146688565046,"Sam Haggerty",18054,664059
"Matt Thaiss","LAA",95,307,9,32,31,2,0.117263843,0.270358306,0.125954198,0.2716763,0.213740458,0.319218241,0.339694656,0.2954119989295411,0.329,83.88360478086659,-1.2318198261782527,-7.160243239695553,-0.18298113346099854,0.3078661414340737,"Matt Thaiss",19318,642136
"Paul DeJong","- - -",112,400,14,41,38,4,0.0525,0.3025,0.147849462,0.263598326,0.206989247,0.2575,0.354838709,0.26649267226457596,0.278,65.89652108919086,-3.773901106789708,-20.35909033530873,9.775647968053818,0.30279000289819813,"Paul DeJong",18015,657557
"Jordan Luplow","- - -",39,90,2,11,5,2,0.133333333,0.3,0.116883117,0.291666666,0.207792207,0.322222222,0.324675324,0.29020577669143677,0.271,83.21608579841805,1.4227822734974325,-0.3871765281757744,0.32673898339271545,0.29889338624849415,"Jordan Luplow",16424,656669
"Emmanuel Rivera","ARI",86,283,4,32,29,1,0.077738515,0.197879858,0.097276264,0.313432835,0.260700389,0.314487632,0.357976653,0.29548390804668195,0.307,82.99382453689036,-1.4547686539590359,-7.417041004020009,0.6549200415611267,0.28684330450353723,"Emmanuel Rivera",19890,656896
"Adam Frazier","BAL",141,455,13,59,60,11,0.07032967,0.149450549,0.155339805,0.258258258,0.240291262,0.3,0.395631067,0.30240596572558087,0.301,92.9500551226719,2.1488812039606273,-1.6946467790390116,-10.909409880638123,0.2846916815613384,"Adam Frazier",15223,624428
"Xavier Edwards","MIA",30,84,0,12,3,5,0.035714285,0.166666666,0.038461539,0.359375,0.294871794,0.329268292,0.333333333,0.29506968143509654,0.269,82.49253586945729,1.8150771372020245,-0.006809080039746895,-0.057232990860939026,0.2789013448202088,"Xavier Edwards",22266,669364
"Miles Mastrobuoni","CHC",61,149,1,24,5,13,0.087248322,0.2147651,0.060150376,0.31,0.240601503,0.308219178,0.300751879,0.2754491432888867,0.302,70.75349873189703,3.5774223967455328,-1.8211497138164443,-0.5364949852228165,0.2709465145675638,"Miles Mastrobuoni",20017,670156
"Enmanuel Valdez","BOS",49,149,6,17,19,5,0.053691275,0.248322147,0.18705036,0.322916666,0.26618705,0.31081081,0.45323741,0.32815025223268046,0.301,102.31043548211491,0.23135816305875778,0.6438478010953155,-2.99760103225708,0.27010105666679585,"Enmanuel Valdez",21716,665839
"Andrew Vaughn","CHW",152,615,21,67,80,0,0.058536585,0.209756097,0.171378091,0.299043062,0.25795053,0.313821138,0.429328621,0.3213838245810532,0.317,102.80405617874268,-6.078716786578298,-4.0124102215941075,-14.339979887008667,0.2535606916602404,"Andrew Vaughn",26197,683734
"Corey Julks","HOU",93,323,6,35,33,15,0.068111455,0.232198142,0.107382551,0.305936073,0.244966442,0.297213622,0.352348993,0.2855960344751553,0.294,79.85244174234953,0.7481768857687712,-7.049367793649743,-1.4449799060821533,0.24728667573321877,"Corey Julks",20311,667452
"Logan O'Hoppe","LAA",51,199,14,23,29,0,0.070351758,0.24120603,0.263736264,0.239669421,0.236263736,0.296482412,0.5,0.33674844755000205,0.352,112.53470364654157,-1.6225776658393443,1.3662445063037683,-5.6814796924591064,0.24390644684870783,"Logan O'Hoppe",24729,681351
"Trevor Story","BOS",43,168,3,12,14,10,0.053571428,0.327380952,0.113924051,0.29,0.202531645,0.25,0.316455696,0.24908328623998732,0.266,47.507579037783195,0.5026123924180865,-10.064073898661128,6.787297964096069,0.24243128516081458,"Trevor Story",12564,596115
"Seby Zavala","- - -",73,193,7,17,18,1,0.062176165,0.3626943,0.142857143,0.23,0.171428571,0.230366492,0.314285714,0.23861136392773133,0.25,44.931979100764075,-1.2542689791880548,-13.949841472671444,9.780984669923782,0.23831570656823803,"Seby Zavala",18887,664874
